intent,Rid,Request
atis_flight,1493,i'm looking for a flight from charlotte to las vegas that stops in st. louis hopefully a dinner flight how can i find that out
atis_flight,1494,list all flights from baltimore to atlanta after noon thursday nonstop
atis_airfare,1495,first class fares from dallas to baltimore please
atis_flight,1496,i need information for flights leaving baltimore and arriving in atlanta
atis_flight,1497,great now what i want to find out is on april twentieth from washington to denver do you have a flight least expensive fare around 5 o'clock in the morning
atis_flight,1498,what flights go from chicago to seattle on continental airlines on saturday
atis_flight,1499,i need a flight from baltimore to seattle that stops in minneapolis
atis_airline,1500,please show me airlines with flight service from boston to denver from denver to philadelphia and from philadelphia to boston
atis_flight,1501,what's the earliest flight from nashville to tacoma on american on tuesday the eighteenth of may
atis_flight,1502,list all flights on continental leaving seattle on sunday after 430 pm
atis_flight,1503,i would like to see the daily flights from baltimore to philadelphia
atis_flight,1504,do all the flights to oakland land at the same place
atis_flight,1505,flight on monday from philadelphia to oakland california early morning
atis_flight,1506,list all flights from pittsburgh to philadelphia
atis_flight,1507,i would like a nonstop flight between pittsburgh and philadelphia leaving in the afternoon and arriving in the vicinity of 5 pm
atis_flight,1508,i want to fly from philadelphia to dallas to san francisco on monday july eighth
atis_flight,1509,i need to know a list of flights from atlanta
atis_flight,1510,in the month of december are there any flights from atlanta to denver that stop in boston
atis_flight,1511,list all flights leaving on thursday morning from new york city to montreal
atis_airline,1512,which airline has more business class flights than any other airline
atis_flight,1513,give me flights from pittsburgh to baltimore
atis_flight,1514,what are the flights from boston to baltimore
atis_flight,1515,show me all flights from phoenix to milwaukee next wednesday
atis_flight,1516,show me the united flights from bwi to denver
atis_flight,1517,what is the earliest flight from memphis to las vegas
atis_flight,1518,information on flights from pittsburgh to philadelphia
atis_flight,1519,what flights are available from san francisco to pittsburgh on monday morning
atis_flight,1520,i'd like to travel from boston to baltimore on us air 269 please tell me the times
atis_ground_service,1521,could you tell me if there is ground transportation between the boston airport and boston downtown
atis_flight,1522,please list all northwest flights into denver
atis_flight,1523,flights between boston and philadelphia that arrive after 2 o'clock and before 5 o'clock on tuesday
atis_flight,1524,list all flights from boston to atlanta after 6 o'clock pm on wednesday
atis_airfare,1525,what is the first class fare from boston to dallas
atis_flight,1526,show me the flights from new york to los angeles with stop in milwaukee
atis_flight,1527,list flights between denver and pittsburgh
atis_flight,1528,show me all flights out of boston on june twentieth that have business class
atis_flight,1529,please list flights between denver and boston
atis_flight,1530,what is the earliest flight leaving boston and arriving in atlanta on november seventh
atis_abbreviation,1531,what is ewr
atis_flight,1532,list all flights on united from san francisco to boston
atis_abbreviation,1533,what's the difference between fare code q and fare code b
atis_flight,1534,which flight is a one way fare at 329 dollars from denver to pittsburgh
atis_flight,1535,flight from philadelphia to dallas arriving before 4 pm on saturday
atis_flight,1536,what are the cheapest flights from denver to pittsburgh that stop in atlanta
atis_flight,1537,give me a list of all the flights from baltimore to philadelphia or denver to philadelphia or pittsburgh to philadelphia
atis_ground_service,1538,what kind of ground transportation is there once i get to dallas
atis_aircraft,1539,what types of aircraft does delta fly
atis_flight,1540,i need a flight from denver to philadelphia on saturday
atis_flight,1541,show me flights from milwaukee to orlando on wednesday night or thursday morning
atis_abbreviation,1542,what is the code for business class
atis_airfare,1543,us 3724 baltimore to philadelphia what is the round trip fare
atis_flight,1544,show me the flights from montreal to chicago
atis_flight,1545,find a flight from charlotte to las vegas that stop in st. louis that serve dinner and i want to find the airline for this flight
atis_aircraft,1546,what kinds of planes are used by american airlines
atis_ground_service,1547,what ground transportation is available in denver
atis_airline,1548,which airlines are represented in the database
atis_flight,1549,please show me flights available from pittsburgh to atlanta on a weekday
atis_flight,1550,show me all flights from montreal
atis_flight,1551,list the flights arriving in atlanta from baltimore before noon on august fourth
atis_abbreviation,1552,what is fare code h
atis_flight,1553,i would like to fly from boston to denver early in the morning
atis_flight,1554,list the flights that leave from philadelphia to atlanta early thursday morning before 8 am
atis_flight,1555,flights from boston to pittsburgh
atis_airfare,1556,what round trip tickets are there from cleveland to miami on us air that arrive before 4 pm
atis_flight,1557,could you please list all of the classes of flights there are
atis_flight,1558,what flights are there wednesday morning from atlanta to philadelphia
atis_flight,1559,what flights go from newark to boston after 5 pm
atis_flight,1560,what're the cheapest flights from new york to miami
